Categorie;Email
Parkeren;Ziekmelden voor een traject, had een poging tot inbraak meegemaakt voor de 2de keer toen ik dat ook aan haar heb aangegeven heeft ze niks met de informatie gedaan. Want door de dramatische gebeurtenis slaap ik niet in me huis wat ik haar ook uit drukkelijk heb verteld.Geeft zij mij nu het advies vertel het maar aan je klantmanager dat je voorlopig niet thuiswoont. Ik heb nooit gezegd dat ik me op het adres heb uitgeschreven.Maar mag je als uitkering ontvangende als je zo situatie hebt meegemaakt niet tijdelijk bij je ouders of iemand verblijven?<br />Want zulke situaties hebben een grote impact op mensen vooral voor me dochter en mezelf.En dit is niet de eerste keer dat ik met haar in conflict zit en ben ook niet enigste die steeds weer wat heeft met haar.Ik probeer haar te vermijden maar het is moeilijk als je verplicht ergens moet zijn wat me eigenlijk niet eens zint.En iedere keer maar bedreigt wordt dat moeten we je maar gaan korten op je uitkering en het adres ga ik dan binnen genoemdNee
Parkeren;Ik ben reeds ruim 2 jaar in conflictsitatue met de gemeente Heerenveen vanwege een absurd 0 urencontract en een uitkering op basis van lening die wettelijk uitermate discutabel is, ik heb alles uitgewerkt op facebookaccount luukvandermolen (met het groene shirt) hierbij doe ik u 1 berichtje toekomen
Belasting, Werk en Inkomen;Waarom moet ik de hele koningsnacht wakker liggen van die afschuwelijke muziek ik woon in noord.Nee
Openbare Ruimte;De SVB heeft gegevens van de gemeente gekregen over de geboorte van mijn kind, Benjamin Alexander Helms. Hij staat bij de SVB geregistreerd onder nummer: 762.194.820.<br />De formulieren zijn echter naar mijn ex-vrouw gestuurd, naar het verkeerde adres dus. Ik sta hier al hele lange tijd niet meer ingeschreven.<br />Een slordige en pijnlijke fout, aangezien onze relatie heel gevoelig ligt. <br />Kunt u mij verklaren hoe dit heeft kunnen gebeuren? <br />Adres van mijn ex vrouw: Staalkade 2-2, 1011 JN<br />Mijn adres: Raphaelstraat 25-2, 1077 PN<br />BSN zoontje: 341715505Kunt u mij uitleggen hoe dit heeft kunnen gebeuren?<br />Laat u mij weten hoe de gemeente dit gaat oplossen?<br />U stelt de klacht binnen 6 weken af te handelen. Aangezien het om kinderbijslag gaat zou ik een snellere afhandeling van de klacht of in ieder geval de correctie van de fout op prijs stellen.
Openbare Ruimte;Ik heb van mevr. Inge Sniphout (I.Sniphout@amsterdam.nl) een email ontvangen die aan mij geadresseerd was maar niet voor mij bedoeld was. In de instructies onderaan de e-mail is aangegeven dat ik dan de e-mail moet verwijderen. Hieraan zijn echter kosten verbonden en heb om adresgegevens gevraagd zodat ik een factuur kan sturen. Zij heeft tot op heden hier nog niet gereageerdAan mij de gegevens verstrekken zodat ik een factuur kan sturen
Belasting, Werk en Inkomen;De klacht is te lang om in format te plaatsen. We hebben de klacht geformuleerd in de bijlage. In een eerder poging de klacht in het format te plaatsen, konden we vanwege overschrijding van tijd de procedure niet afronden en konden we van voor af aan beginnen.Wat wilt u dat de gemeente gaat doen naar aanleiding van uw klacht:
Openbare Ruimte;Ik ontving een melding (laat week 50) dat de fietsenreken voor de deur van mijn huis (Overtoom 19) zou worden verwijderd om verstoring van de straat te voorkomen. In het briefje stond dat alle fietsen in het rek zou worden verwijderd op 15 december 2014. Vanmorgen bij het verlaten van mijn appartement om 08:15 alle fietsen waren al verwijderd. Er is absoluut geen alternatief voor ons om onze fietsen te parkeren. En mijn fiets is al weg! Als inwoner van dit gebouw <wbr />/ straat . Ik vind dit onaanvaardbaar, ook dat de fietsen werden verwijderd voor werkuren is verschrikkelijk planning van de overheid. Ik heb geen fiets en zelfs als ik dat deed, ik heb nu geen geschikte rek om te parkeren.Ik wil mijn fiets terug gebracht zonder extra kosten en ook en geschikte oplossing voor inwoners van de Overtoom.
Openbare Ruimte;Er zijn kort geleden plantenbakken geplaatst op de brug van de Torensluis. Deze bakken vormen een hindernis voor de doorstroom van voetgangers welke daar voornamelijk uit toeristen bestaan. Nou begrijpen wij wel dat deze plantenbakken bedoeld zijn om toeristen de Torensluisbrug nog aantrekkelijker te ervaren. Helaas kunnen wij ons als bewoners niet vinden in dit besluit!<br />Graag zien wij deze bakken spoedig zien verwijderd!<br />Namens de bewoners van Singel 186<br />Dhr. K. HannigPlantenbakken verwijderen
Parkeren;Tijdens Koningsdag is er in de Tweede Marnixdwarsstraat een houseparty geweest, vanaf 13.00-00.15. <br />De bewoners van de Marnixkade hadden daardoor behoorlijk wat overlast. Vanweeg de kleine steeg kan het geluid daar niet weg, en treedt er een versterkend effect op. Men weigerde de volume lager te zetten. <br />Men vindt dat de volgende keer zo'n vergunning niet kan worden afgegeven.Telefonisch
Openbare Ruimte;sinds kort is een deel van de sumatrastraat afgesloten. Hierdoor moet het verkeer nu allemaal via de Valentijnkade onze wijk binnen rijden. Dit is echter een zeer smalle straat en 2 auto's kunnen eigenlijk niet goed langs elkaar heen rijden. Voorheen was dit niet zo erg omdat je maar zo af en toe een andere auto 'tegenkwam' en je dan wel even kon wachten op een plek waar de weg wat breder was. Nu is het door de wegafsluiting een stuk drukker en denk ik dat hier in de toekomst gevaarlijke situaties van gaan komen.Ik zou graag willen dat dit stuk valentijnkade een 1 richtingsweg wordt zodat het verkeer veilig en zonder ergernissen onze wijk kan binnenrijden. De afsluiting van de weg geeft al genoeg problemen (minder parkeerplekken hierdoor ook), maar ik denk dat het huidige probleem van de te smalle weg eenvoudig op te lossen is.
Openbare Ruimte;info verstrekt aan derdendat er geen info aan derden wordt verstrekt
Openbare Ruimte;geen straat verlichtinghttps:<wbr />/<wbr />/www.google.nl<wbr />/search?q=smurfen&client=firefox-a&hs=jQ9&rls=org.mozilla:nl:official&channel=fflb&tbm=isch&tbo=u&source=univ&sa=X&ei=pONnVOrxMquiygO97IC4BA&ved=0CDgQsAQ&biw=1280&bih=952
Openbare Ruimte;Betreft verschillende zaken: begon bij het ophalen van vuil na het melden via een mora meldingsformulier. Melding is ontstaan door het niet onderhouden van de buurt. Melding is voor de helft afgehandeld. Naar aanleiding van melding en het afhandelen daarvan contact opgenomen met het stadsdeel. Communicatie met een medewerker van stadsdeel was zeer bedroevend: verkeerde manier van communiceren. Naar aanleiding van gesprek was er een afspraak gemaakt met een voorman. Na het voeren van gesprek met voorman (Edwin) is er nog steeds niets veranderd.wou haar naam niet doorgeven. En de tweede persoon is een voorman: voornaam Edwin
Parkeren;terwijl de fiets van mijn buurvrouw netjes in het fietsenrek stond kwamen ze de ondergrondse container legen die er een stuk naast staat, toen mijn buurvrouw naar buiten kwam zag ze dat ze de ondergrondse vuilcontainer bovenop haar fiets hadden gezet toen ze er wat van zei werd er wat gelachen door de vuilnismannen en ze reden gewoon door ...<br />het lijkt mij dat als een fiets in het rek staat dat je niet bang hoeft te zijn als bewoner dat ie moedwillig wordt gesloopt door vuilnismannen ! en zeker niet dat je dan ook nog wordt uitgelachen en genegeerd . haar fiets is helemaal total loss en ze moet nu op een andere manier naar haar werk waar ze helemaal geen geld voor heeft , dus ook niet voor een nieuwe fiets.<br />ik en de hele straat vinden dit belachelijk en vinden dat de gemeente dit moet vergoeden aan haar en anders de vuilnismannen zelf ! ze zijn heel laks omgegaan met onze spullen die op een plek stonden waar ze hoorden te staan en door niet kijken van hun kant is er nu grote schade.minstens het vergoeden van de fiets en opletten dat medewerkers zich aan de regels houden want dit is niet de eerste keer
Openbare Ruimte;Ik heb een invalideparkeerkaart en omdat ik in Amsterdam werk sta ik geregistreerd als gastbezoeker bij Cition. Cition is ingehuurd door de gemeente Amsterdam. Cition adviseerde mij om de parkeerkaart niet in Amsterdam achter het raam te leggen vanwege diefstal. De kaart (las ik op de site van de overheid) kan wel 1500 euro opleveren.<br />Bij mijn werk is een invalideplaats waarop ik ging staan zonder kaart. Ik kreeg een bekeuring van de politie omdat mijn kaart niet zichtbaar was. Ik heb meerdere telefoontjes gepleegd met de politie om het e.e.a. uit te leggen. Uiteindelijk mocht ik mijn bon verscheuren. Dit omdat ik binnen 1 uur na mijn bekeuring reageerde.Nee
Openbare Ruimte;Vandaag reed er om 15:25uur Op de brug 118 een vuilniswagen keihard over de stoep.<br />Vrijdag reed er ook een vuilniswagen over de stoep met kentekenbord BVPJ1 om 11:47. Dit is zeer gevaarlijk voor de voetgangers, en daardoor zijn de stoeptegels los komen te zitten.Dat zij de verkeersregels respecteren en dat de medewerkers aangesproken worden. En eventueel de stoeptegels verhogen.
Openbare Ruimte;Buitenverlichting doet het niet. Kelbergen de gehele straat. Geen verlichting waardoor de bewoners zich onveilig voelen.<br />Mw ter Borg heeft al meerdere klachten ingediend en geen bericht ontvangen. Nr 44 t<wbr />/m 49 zonder licht.Mw ter Borg wil graag dat de verlichting gerepareerd wordt, zodat de bewoners zich veilig voelen.
Basisinformatie;Op 28-4-2015 heeft de gemeente in de Ganzenweg de stoep opengebroken aan de kant waar ik woon. Daarbij zijn mijn fiets, de fiets van mijn huisgenoot en nog een aantal fietsen  meegenomen naar het fietsdepot. Deze fietsen stonden vast aan een hek (nietje) voor mijn deur te Ganzenweg 5. Ik heb geen schriftelijke waarschuwing gekregen dat deze fietsen verwijderd zouden worden. Er staat een bord 15 meter voor mijn huisdeur met informatie over de 'wegsleepregeling', maar dit bord is gericht naar de straat en omdat ik nooit op de straat kom (ik heb geen auto en loop altijd met mijn fiets via de stoep naar mijn huisdeur) had ik dit bord tot aan het verwijderen van mijn fiets niet gezien. Voor mijn huisgenoot, Milan Dorscheidt, is de situatie hetzelfde. Zijn fiets is ook vandaag meegenomen.Nee
Belasting, Werk en Inkomen;Klacht gaat over de parkeer automaatDat deze de automaat herstelt en mijn te veel betaalde geld terug geeft.
Belasting, Werk en Inkomen;Er is een stuk stoep kapot, dat is al maanden en er word niks aan gedaan . diverse mensen zijn erover gestruikeld en nu is meneer zelf de dupe hiervan en is ook verwond. Hij wilt dat daar wat aan word gedaan. Ook verdwijnen de vuilnisbakken en verzoekt voor nieuwe.Meneer wilt dat de gemeente er wat aan doet. Het is al een jaar zo en er komt geen verandering aan
Parkeren;Op mijn klacht met registratienummer MORA-0349672 heb ik antwoord gekregen dat er een nieuwe container wordt geplaatst. Vanavond lag er wederom een plasticberg naast de container.<br /><br />Kunt aangeven wanneer de container geplaatst wordt?<br />nieuwe container plaatsen of tijdelijk een extra container
Basisinformatie;verkeersveligheid in gevaar: Ceintuurbaanbrug Roelof Hart straat, oversteekplaats parallel aan Hobbemekade. Auto's slaan bij groen licht af naar Roelof Hartstraat en letten onvoldoende op voetgangers voor wie het ook groen is. Voetgangers moeten stoppen voor auto's die rijden snel zonder dat bestuurders beseffen dat voetgangers voorrang hebbenNee
Parkeren;Begin december 2014 stond in het gemeentekrantje dat de voorwaarden voor 2015 voor het verkrijgen van de stadspas op de website zouden staan. Dit bleek niet correct. Na (meerdere keren) navragen, digitaal en telefonisch, bij 14020 en bij DWI, werd mij uiteindelijk verzekerd dat dit in januari bekend gemaakt zou worden. Inmiddels is het 1 week voor het eind van die maand, en nog steeds zie ik op de gemeentewebsite hier NIETS over.  HOE ZIT DAT ?De voorwaarden 2015 voor de stadspas op de website zetten (nu ziet men alleen 2014 staan, en dat is voorbij - m.i.v. december kon men de pas voor 2014 sowieso niet meer aanvragen).<br />En:  aan mij eindelijk eens UITLEGGEN waarom de voorwaarden nog steeds niet gepubliceerd zijn.
Basisinformatie;Betreft parkeren zonder ontheffingsvergunning Leerdamhof Blok L. Hier is ook een zaak voor geopend ZK15001852. Op het moment van dit schrijven staan er 4 auto's zonder de ontheffingsvergunning. Tevens wil ik erop wijzen dat er wagens zijn die wel een ontheffingsvergunning hebben maar deze niet gebruiken in combinatie met de verplichte zgn blauwe parkeerkaarten. Gevolg: langer parkeren dan de toegestane 60 minuten.Ja
Basisinformatie;De handhavers en de medewerkers van de reiniging<wbr />/ grofvuil<wbr />/ huisafval, nemen niet alle rotzooi mee. Ook niet de vuilniszakken die naast de containers liggen. Ze rijden regelmatig langs om te pinnen, te eten enzovoort maar laten alle soorten vuilnis staan. Of maken geen melding naar collega's als bijvoorbeeld hun dienst over is om het alsnog op te halen. Mevrouw heeft heel vaak hierover gebeld.Ja
Belasting, Werk en Inkomen;In o.a. de nacht van donderdag 12 op vrijdag 13 maart 2015, tot in de vroege ochtend uren, is tenminste, maar niet daartoe begrenst, Amsterdam Osdorp geteisterd door hei werkzaamheden. Kijkend naar alle ontstemde Twitterberichten hier over, vonden deze werkzaamheden vermoedelijk plaats aan de snelweg of het spoor.<br /><br />Bijgevolg heeft een onevenredig grote groep mensen slaapproblemen hierdoor ondervonden. Als gevolg daarvan heeft een deel van deze grote groep mensen, de volgende dag, niet of in mindere mate kunnen functioneren dan had gekund bij een ongestoorde nachtrust.<br />Bovendien heeft dit aanhoudende hei lawaai een onrechtmatige inbreuk gemaakt op het prive domein van vele gezinnen, (zie mensenrechten).<br />E.e.a, lijkt verwijtbaar en eventuele economische schade verhaalbaar. <br /><br />Om nu de verantwoording op de juiste plek te leggen wil ik graag het volgende weten:<br />1. Zijn deze werkzaamheden bij de gemeente gemeld?<br />2. Is hier een vergunning voor afgegeven ?<br />3. Indien hier een vergunning voor afgegeven is, hoe zijn de belangen daarbij afgewogen? <br />4. Graag ontvang ik een kopie van de eventueel afgegeven vergunning.<br />5. Indien er geen vergunning is verstrekt, is er onderzoek gedaan naar deze nachtelijk overlast?<br />Graag zomogelijk puntsgewijs antwoord op deze 5 tal vragen.
Openbare Ruimte;geachte heer<wbr />/mevrouw<br />op 16-01-2014 moest ik een bedrag aan jullie overmaken van 104.38 euro. Dat was voor de afvalstoffenheffing 2013,onder de de volgende gegevens : -omschrijving: 2000000034583565. Ik vind dat het bedrag te hoog is,aangezien ik vanaf 14-10-2013 op dat adres ging wonnen. graag wil ik dat jullie nog een keer naar deze zaak gaan kijken.<br /><br />alvast bedankt en ik kijk uit naar jullie reaktie.het te veel bedrag terug storten
Belasting, Werk en Inkomen;Mevrouw is twee keer bij het kantoor geweest. Heeft herinrichtingskosten aangevraagd, mevrouw aan de balie heeft notie gemaakt van het uitblijven van een reactie. Mevrouw van de balie zei u had binnen 6 weken antwoord moeten krijgen. Mevrouw is al maanden aan het wachten op een reactie van DWI.Telefonisch
Openbare Ruimte;Geachte heer <wbr />/ mevrouw, <br />Vanmorgen heb ik contact opgenomen met de gemeente amsterdan en werd ik door verbonden naar de afdeling belastingen. Ik hou voor mezelf altijd bij welke maandelijkse kosten ik heb maar er was door de gemeente amsterdam een bedrag afgeschreven van 61 euro. Ik kreeg uiteindelijk mevrouw Wattimena aan de telefoon en vond haar enorm klantonvriendelijk. Ik werk zelf ook met klanten en ben op de hoogte van de telefonisch etiquette maar mevrouw Wattimena reageerde uiterst geirriteerd en onvriendelijk. Dit wilde ik toch even melden. Hopelijk zal dit in de toekomst niet meer gebeuren.Haar hierop aanspreken dat mensen aan de telefoon het kunnen horen dat mevrouw er geen zin in heeft.
